#swprepost v1.1.0,,
#1 potential descriptions:,,
#rayleigh 0,,
#Frequency (Hz),Velocity (m/s),Velocity Standard Deviation (m/s)
1.798769566060995,269.8154349091493,13.490771745457467
2.239055659445349,267.5892816872908,13.37946408436454
2.7823346057119833,264.92671023899135,13.246335511949566
3.4507565537457467,261.78410635785974,13.089205317892988
4.268997544448836,258.02834949768555,12.90141747488428
5.26100885859079,253.35128860082605,12.667564430041303
6.44045244130256,247.10585006275446,12.355292503137724
7.789523038310684,238.11682370865276,11.90584118543264
9.25956724470995,225.5186534260216,11.275932671301081
10.839779223957072,210.34141043910242,10.517070521955125
12.63816347659079,195.38934572588744,9.769467286294374
14.802959783106072,182.33835576360164,9.11691778818008
17.44685187896447,171.22182197021633,8.561091098510813
20.646260154084665,161.43436901154698,8.07171845057735
24.57959780664221,153.12353355157376,7.65617667757869
29.610278800249947,146.96781311215528,7.348390655607764
36.196030074239474,143.13743840603857,7.1568719203019295
44.79782500322983,141.14379632164164,7.057189816082081
55.88267307682502,140.2796270036948,7.013981350184742
69.9884000131105,139.976800026221,6.998840001311052
